48,53,229,96,210,175,29,132
515,68,597,68,597,131,515,131
222,73,277,73,277,131,222,131
289,82,390,66,401,133,299,149
762,79,977,79,977,144,762,144
437,93,473,93,473,124,437,124
1010,91,1128,91,1128,151,1010,151
1162,103,1329,107,1328,169,1161,165
53,215,106,215,106,266,53,266
144,217,253,217,253,271,144,271
299,212,547,229,543,290,295,273
568,219,673,219,673,271,568,271
